"","animal_id_intake","intake_type","intake_condition","time_in_shelter_days","animal_type","sex_upon_intake","age_upon_intake_(years)","age_upon_intake_age_group","breed","color","outcome_type","age","time_in_shelter_months","time_in_shelter_weeks","binary","trinary","fixed_or_not"
"168","A552606","Owner Surrender","Normal",7,"Cat","Female",5,"(2.5, 5.0]","Domestic Shorthair Mix","Silver Tabby","Transfer",5,0,1,0,"under_one_month","Fixed"
"169","A552757","Stray","Normal",6,"Cat","Male",7,"(5.0, 7.5]","Domestic Shorthair Mix","Brown Tabby","Transfer",7,0,1,0,"under_one_month","Fixed"
"170","A552877","Owner Surrender","Normal",7,"Cat","Female",8,"(7.5, 10.0]","Domestic Shorthair Mix","Calico","Adoption",8,0,1,0,"under_one_month","Fixed"
"171","A555265","Stray","Normal",6,"Cat","Female",6,"(5.0, 7.5]","Domestic Longhair Mix","Torbie","Missing",6,0,1,0,"under_one_month","Fixed"
"172","A556234","Public Assist","Normal",6,"Dog","Male",8,"(7.5, 10.0]","Pit Bull Mix","Tan","Return to Owner",8,0,1,0,"under_one_month","Intact"
"173","A556525","Owner Surrender","Normal",7,"Dog","Male",7,"(5.0, 7.5]","Cocker Spaniel Mix","Black","Transfer",7,0,1,0,"under_one_month","Fixed"
"174","A558062","Stray","Normal",7,"Dog","Male",6,"(5.0, 7.5]","Pit Bull Mix","Brown","Return to Owner",6,0,1,0,"under_one_month","Intact"
"175","A559953","Stray","Aged",52,"Dog","Female",12,"(10.0, 12.5]","Labrador Retriever Mix","Black","Adoption",12,2,7,1,"over one month","Fixed"
"176","A559953","Stray","Normal",6,"Dog","Female",12,"(10.0, 12.5]","Labrador Retriever Mix","Black","Return to Owner",12,0,1,0,"under_one_month","Fixed"
"177","A562113","Owner Surrender","Normal",68,"Dog","Female",7,"(5.0, 7.5]","Australian Cattle Dog","Brown","Transfer",7,2,10,1,"over one month","Fixed"
"178","A562221","Stray","Normal",9,"Dog","Female",6,"(5.0, 7.5]","Pit Bull Mix","Fawn","Euthanasia",6,0,1,0,"under_one_month","Fixed"
"179","A562564","Public Assist","Normal",8,"Dog","Male",8,"(7.5, 10.0]","Australian Shepherd Mix","Tricolor","Return to Owner",8,0,1,0,"under_one_month","Fixed"
"180","A562836","Public Assist","Normal",8,"Dog","Female",8,"(7.5, 10.0]","Rottweiler Mix","Black","Return to Owner",8,0,1,0,"under_one_month","Fixed"
"181","A562836","Stray","Normal",8,"Dog","Female",7,"(5.0, 7.5]","Rottweiler Mix","Black","Return to Owner",7,0,1,0,"under_one_month","Fixed"
"182","A563010","Stray","Normal",8,"Dog","Female",8,"(7.5, 10.0]","Pit Bull Mix","Blue","Euthanasia",8,0,1,0,"under_one_month","Fixed"
"183","A563450","Stray","Normal",7,"Dog","Male",11,"(10.0, 12.5]","Basset Hound","Tricolor","Adoption",11,0,1,0,"under_one_month","Fixed"
"184","A563844","Public Assist","Normal",6,"Dog","Male",10,"(7.5, 10.0]","Border Collie","Black","Return to Owner",10,0,1,0,"under_one_month","Fixed"
"185","A564837","Stray","Normal",7,"Dog","Female",4,"(2.5, 5.0]","Pit Bull Mix","Black","Return to Owner",4,0,1,0,"under_one_month","Fixed"
"186","A565260","Public Assist","Normal",6,"Dog","Male",7,"(5.0, 7.5]","Dachshund","Tan","Return to Owner",7,0,1,0,"under_one_month","Fixed"
"187","A566240","Owner Surrender","Normal",60,"Dog","Female",4,"(2.5, 5.0]","Labrador Retriever","Black","Transfer",4,2,9,1,"over one month","Fixed"
"188","A566960","Public Assist","Normal",9,"Dog","Male",8,"(7.5, 10.0]","German Shepherd Mix","Black","Return to Owner",8,0,1,0,"under_one_month","Fixed"
"189","A567214","Public Assist","Normal",50,"Dog","Female",5,"(2.5, 5.0]","Labrador Retriever Mix","Black","Adoption",5,2,7,1,"over one month","Fixed"
"190","A567219","Public Assist","Normal",7,"Dog","Male",9,"(7.5, 10.0]","Labrador Retriever Mix","Chocolate","Return to Owner",9,0,1,0,"under_one_month","Fixed"
"191","A567566","Public Assist","Normal",8,"Dog","Male",9,"(7.5, 10.0]","Blue Lacy","Blue","Return to Owner",9,0,1,0,"under_one_month","Fixed"
"192","A567903","Owner Surrender","Normal",93,"Dog","Female",7,"(5.0, 7.5]","Pit Bull Mix","Brown","Adoption",7,3,13,1,"over one month","Fixed"
"193","A567903","Stray","Normal",65,"Dog","Female",7,"(5.0, 7.5]","Pit Bull Mix","Brown","Adoption",7,2,9,1,"over one month","Fixed"
"194","A568123","Owner Surrender","Normal",6,"Dog","Male",6,"(5.0, 7.5]","Chihuahua Shorthair Mix","Black","Transfer",6,0,1,0,"under_one_month","Fixed"
"195","A568282","Stray","Injured",78,"Dog","Male",9,"(7.5, 10.0]","Bruss Griffon Mix","Gray","Adoption",9,3,11,1,"over one month","Fixed"
"196","A568618","Owner Surrender","Normal",56,"Cat","Male",6,"(5.0, 7.5]","Domestic Shorthair Mix","Orange Tabby","Adoption",6,2,8,1,"over one month","Fixed"
"197","A568715","Stray","Injured",7,"Dog","Female",6,"(5.0, 7.5]","Dachshund","Brown","Transfer",6,0,1,0,"under_one_month","Fixed"
"198","A569136","Stray","Normal",7,"Dog","Male",9,"(7.5, 10.0]","Dachshund","Black","Adoption",9,0,1,0,"under_one_month","Fixed"
"199","A570185","Stray","Normal",8,"Dog","Male",8,"(7.5, 10.0]","Chihuahua Shorthair Mix","Tan","Return to Owner",8,0,1,0,"under_one_month","Fixed"
"200","A570186","Public Assist","Normal",9,"Cat","Male",8,"(7.5, 10.0]","Domestic Shorthair Mix","Orange Tabby","Return to Owner",8,0,1,0,"under_one_month","Fixed"
"201","A570362","Owner Surrender","Normal",7,"Dog","Female",5,"(2.5, 5.0]","Cocker Spaniel","Brown","Transfer",5,0,1,0,"under_one_month","Fixed"
"202","A570436","Stray","Normal",8,"Dog","Male",15,"(12.5, 15.0]","Chihuahua Shorthair Mix","Buff","Adoption",15,0,1,0,"under_one_month","Fixed"
"203","A571326","Owner Surrender","Normal",89,"Dog","Male",7,"(5.0, 7.5]","Staffordshire Mix","Brown","Adoption",7,3,13,1,"over one month","Fixed"
"204","A572200","Stray","Injured",7,"Dog","Male",9,"(7.5, 10.0]","Pit Bull Mix","Brown","Return to Owner",9,0,1,0,"under_one_month","Fixed"
"205","A572538","Owner Surrender","Normal",7,"Dog","Male",5,"(2.5, 5.0]","Pit Bull Mix","White","Adoption",5,0,1,0,"under_one_month","Fixed"
"206","A572590","Public Assist","Normal",9,"Dog","Female",7,"(5.0, 7.5]","Pit Bull Mix","Tan","Return to Owner",7,0,1,0,"under_one_month","Fixed"
"207","A572792","Stray","Normal",6,"Dog","Male",7,"(5.0, 7.5]","English Springer Spaniel Mix","Black","Transfer",7,0,1,0,"under_one_month","Fixed"
"208","A573863","Stray","Normal",6,"Dog","Female",4,"(2.5, 5.0]","Yorkshire Terrier","Black","Adoption",4,0,1,0,"under_one_month","Fixed"
"209","A574488","Public Assist","Normal",9,"Dog","Male",7,"(5.0, 7.5]","Labrador Retriever Mix","Black","Return to Owner",7,0,1,0,"under_one_month","Fixed"
"210","A575180","Public Assist","Normal",6,"Dog","Male",4,"(2.5, 5.0]","Pit Bull Mix","White","Return to Owner",4,0,1,0,"under_one_month","Fixed"
"211","A575180","Public Assist","Normal",9,"Dog","Male",2,"(-0.025, 2.5]","Pit Bull Mix","White","Return to Owner",2,0,1,0,"under_one_month","Fixed"
"212","A575839","Owner Surrender","Normal",9,"Cat","Female",4,"(2.5, 5.0]","Domestic Shorthair Mix","Tortie","Adoption",4,0,1,0,"under_one_month","Fixed"
"213","A576232","Owner Surrender","Normal",7,"Dog","Female",6,"(5.0, 7.5]","Labrador Retriever Mix","Black","Adoption",6,0,1,0,"under_one_month","Fixed"
"214","A576705","Owner Surrender","Normal",9,"Cat","Male",5,"(2.5, 5.0]","Siamese Mix","Lynx Point","Adoption",5,0,1,0,"under_one_month","Fixed"
"215","A576866","Stray","Normal",64,"Dog","Male",7,"(5.0, 7.5]","Pit Bull","Tan","Return to Owner",7,2,9,1,"over one month","Fixed"
"216","A577308","Owner Surrender","Normal",55,"Dog","Female",4,"(2.5, 5.0]","Catahoula Mix","White","Adoption",4,2,8,1,"over one month","Fixed"
"217","A577433","Stray","Normal",7,"Dog","Female",11,"(10.0, 12.5]","Chihuahua Shorthair Mix","White","Return to Owner",11,0,1,0,"under_one_month","Fixed"
"218","A577639","Owner Surrender","Normal",6,"Dog","Female",6,"(5.0, 7.5]","Labrador Retriever","Brown","Return to Owner",6,0,1,0,"under_one_month","Fixed"
"219","A578580","Stray","Normal",6,"Dog","Female",11,"(10.0, 12.5]","Siberian Husky Mix","Black","Adoption",11,0,1,0,"under_one_month","Fixed"
"220","A579028","Stray","Sick",7,"Cat","Female",6,"(5.0, 7.5]","Domestic Shorthair Mix","Black","Return to Owner",6,0,1,0,"under_one_month","Fixed"
"221","A580311","Public Assist","Normal",9,"Dog","Female",6,"(5.0, 7.5]","Border Collie Mix","Black","Return to Owner",6,0,1,0,"under_one_month","Fixed"
"222","A581356","Owner Surrender","Normal",77,"Cat","Male",3,"(2.5, 5.0]","Domestic Shorthair Mix","Black","Adoption",3,3,11,1,"over one month","Fixed"
"223","A583357","Owner Surrender","Normal",6,"Dog","Female",6,"(5.0, 7.5]","Chow Chow Mix","Tan","Euthanasia",6,0,1,0,"under_one_month","Fixed"
"224","A584263","Public Assist","Normal",9,"Dog","Female",6,"(5.0, 7.5]","Pit Bull Mix","White","Return to Owner",6,0,1,0,"under_one_month","Intact"
"225","A584437","Stray","Normal",63,"Dog","Male",5,"(2.5, 5.0]","Labrador Retriever","Brown","Adoption",5,2,9,1,"over one month","Fixed"
"226","A585692","Stray","Injured",71,"Dog","Female",4,"(2.5, 5.0]","Labrador Retriever Mix","Black","Adoption",4,2,10,1,"over one month","Fixed"
"227","A586222","Stray","Normal",9,"Dog","Male",3,"(2.5, 5.0]","Chihuahua Shorthair Mix","White","Transfer",3,0,1,0,"under_one_month","Fixed"
"228","A586273","Stray","Injured",6,"Dog","Male",9,"(7.5, 10.0]","Pit Bull Mix","Brown Brindle","Euthanasia",9,0,1,0,"under_one_month","Fixed"
"229","A586304","Owner Surrender","Sick",7,"Dog","Female",3,"(2.5, 5.0]","Pit Bull Mix","Brown Brindle","Euthanasia",3,0,1,0,"under_one_month","Fixed"
"230","A587232","Stray","Normal",7,"Dog","Female",5,"(2.5, 5.0]","Chihuahua Shorthair Mix","Black","Return to Owner",5,0,1,0,"under_one_month","Fixed"
"231","A587278","Owner Surrender","Normal",6,"Dog","Male",5,"(2.5, 5.0]","German Shepherd Mix","Black","Adoption",5,0,1,0,"under_one_month","Fixed"
"232","A587510","Stray","Normal",79,"Dog","Male",6,"(5.0, 7.5]","Pit Bull Mix","Red","Adoption",6,3,11,1,"over one month","Fixed"
"233","A587944","Public Assist","Normal",8,"Dog","Male",7,"(5.0, 7.5]","Lhasa Apso","Tan","Return to Owner",7,0,1,0,"under_one_month","Fixed"
"234","A587990","Public Assist","Normal",8,"Dog","Male",4,"(2.5, 5.0]","Dachshund Mix","Black","Return to Owner",4,0,1,0,"under_one_month","Fixed"
"235","A588178","Stray","Normal",9,"Cat","Male",2,"(-0.025, 2.5]","Domestic Longhair Mix","Black","Return to Owner",2,0,1,0,"under_one_month","Fixed"
"236","A588218","Owner Surrender","Normal",7,"Dog","Male",5,"(2.5, 5.0]","German Shepherd","Black","Return to Owner",5,0,1,0,"under_one_month","Fixed"
"237","A588707","Stray","Normal",7,"Dog","Male",5,"(2.5, 5.0]","Pit Bull Mix","Brown Brindle","Return to Owner",5,0,1,0,"under_one_month","Fixed"
"238","A589084","Public Assist","Normal",9,"Dog","Male",9,"(7.5, 10.0]","Labrador Retriever Mix","Tan","Return to Owner",9,0,1,0,"under_one_month","Fixed"
"239","A589272","Public Assist","Normal",6,"Dog","Female",6,"(5.0, 7.5]","Pit Bull Mix","Brown Brindle","Return to Owner",6,0,1,0,"under_one_month","Fixed"
"240","A589272","Public Assist","Normal",9,"Dog","Female",6,"(5.0, 7.5]","Pit Bull Mix","Brown Brindle","Return to Owner",6,0,1,0,"under_one_month","Fixed"
"241","A589272","Public Assist","Normal",6,"Dog","Female",5,"(2.5, 5.0]","Pit Bull Mix","Brown Brindle","Return to Owner",5,0,1,0,"under_one_month","Fixed"
"242","A589273","Public Assist","Normal",6,"Dog","Female",6,"(5.0, 7.5]","Pit Bull Mix","White","Return to Owner",6,0,1,0,"under_one_month","Fixed"
"243","A589649","Owner Surrender","Normal",9,"Dog","Female",8,"(7.5, 10.0]","Border Collie","Black","Adoption",8,0,1,0,"under_one_month","Fixed"
"244","A590144","Stray","Normal",534,"Dog","Female",8,"(7.5, 10.0]","Rottweiler","Black","Adoption",8,18,76,1,"over one month","Fixed"
"245","A590290","Stray","Normal",9,"Dog","Male",3,"(2.5, 5.0]","Border Terrier Mix","White","Adoption",3,0,1,0,"under_one_month","Fixed"
"246","A590490","Owner Surrender","Normal",6,"Cat","Male",5,"(2.5, 5.0]","Domestic Shorthair Mix","Brown Tabby","Return to Owner",5,0,1,0,"under_one_month","Fixed"
"247","A590767","Public Assist","Normal",6,"Dog","Male",4,"(2.5, 5.0]","Chihuahua Shorthair","Tan","Return to Owner",4,0,1,0,"under_one_month","Fixed"
"248","A590948","Public Assist","Normal",9,"Dog","Female",9,"(7.5, 10.0]","Pit Bull Mix","Brown","Return to Owner",9,0,1,0,"under_one_month","Intact"
"249","A590957","Stray","Normal",7,"Dog","Male",4,"(2.5, 5.0]","Chihuahua Shorthair Mix","Blue","Return to Owner",4,0,1,0,"under_one_month","Fixed"
"250","A591133","Stray","Normal",9,"Dog","Female",5,"(2.5, 5.0]","Pit Bull","Black","Return to Owner",5,0,1,0,"under_one_month","Fixed"
"251","A591420","Owner Surrender","Normal",7,"Cat","Female",6,"(5.0, 7.5]","Domestic Longhair Mix","Black","Adoption",6,0,1,0,"under_one_month","Fixed"
"252","A591537","Owner Surrender","Normal",89,"Dog","Female",6,"(5.0, 7.5]","Pit Bull Mix","Black","Adoption",6,3,13,1,"over one month","Fixed"
"253","A591783","Stray","Normal",6,"Dog","Female",7,"(5.0, 7.5]","Brittany","Brown","Transfer",7,0,1,0,"under_one_month","Fixed"
"254","A591852","Stray","Normal",6,"Dog","Male",5,"(2.5, 5.0]","Chihuahua Shorthair Mix","White","Return to Owner",5,0,1,0,"under_one_month","Fixed"
"255","A591903","Stray","Normal",9,"Dog","Male",5,"(2.5, 5.0]","Border Terrier Mix","Tan","Adoption",5,0,1,0,"under_one_month","Fixed"
"256","A591971","Owner Surrender","Normal",9,"Dog","Male",5,"(2.5, 5.0]","Collie Rough","Tan","Return to Owner",5,0,1,0,"under_one_month","Fixed"
"257","A591983","Stray","Normal",67,"Dog","Male",3,"(2.5, 5.0]","Labrador Retriever Mix","Black","Transfer",3,2,10,1,"over one month","Fixed"
"258","A593108","Stray","Normal",7,"Cat","Female",14,"(12.5, 15.0]","Domestic Shorthair Mix","Calico","Transfer",14,0,1,0,"under_one_month","Fixed"
"259","A593567","Public Assist","Normal",6,"Dog","Male",5,"(2.5, 5.0]","Chihuahua Shorthair Mix","Sable","Return to Owner",5,0,1,0,"under_one_month","Fixed"
"260","A593827","Public Assist","Normal",8,"Dog","Female",6,"(5.0, 7.5]","Labrador Retriever","Black","Return to Owner",6,0,1,0,"under_one_month","Fixed"
"261","A593868","Owner Surrender","Normal",54,"Dog","Male",9,"(7.5, 10.0]","American Staffordshire Terrier","Black Brindle","Adoption",9,2,8,1,"over one month","Fixed"
"262","A594195","Owner Surrender","Normal",71,"Dog","Female",8,"(7.5, 10.0]","Pit Bull Mix","Tan","Adoption",8,2,10,1,"over one month","Fixed"
"263","A594259","Owner Surrender","Normal",6,"Cat","Female",3,"(2.5, 5.0]","Domestic Shorthair Mix","Black","Transfer",3,0,1,0,"under_one_month","Fixed"
"264","A594461","Stray","Normal",8,"Dog","Female",9,"(7.5, 10.0]","Brittany","White","Transfer",9,0,1,0,"under_one_month","Fixed"
"265","A594702","Owner Surrender","Normal",6,"Dog","Male",6,"(5.0, 7.5]","Labrador Retriever Mix","Black","Transfer",6,0,1,0,"under_one_month","Fixed"
"266","A595090","Owner Surrender","Normal",58,"Dog","Male",5,"(2.5, 5.0]","Boerboel Mix","Tan","Adoption",5,2,8,1,"over one month","Fixed"
"267","A595590","Stray","Normal",90,"Dog","Female",2,"(-0.025, 2.5]","Black","Black","Adoption",2,3,13,1,"over one month","Fixed"
"268","A595620","Owner Surrender","Normal",9,"Dog","Male",4,"(2.5, 5.0]","Basset Hound Mix","Tan","Adoption",4,0,1,0,"under_one_month","Fixed"
"269","A595633","Owner Surrender","Normal",92,"Dog","Male",6,"(5.0, 7.5]","American Bulldog Mix","Black","Adoption",6,3,13,1,"over one month","Fixed"
"270","A596753","Public Assist","Normal",8,"Cat","Female",4,"(2.5, 5.0]","Domestic Shorthair Mix","Black","Return to Owner",4,0,1,0,"under_one_month","Fixed"
"271","A596942","Public Assist","Normal",8,"Dog","Male",8,"(7.5, 10.0]","Chihuahua Shorthair Mix","White","Return to Owner",8,0,1,0,"under_one_month","Intact"
"272","A597023","Public Assist","Normal",6,"Dog","Male",2,"(-0.025, 2.5]","Pit Bull Mix","Chocolate","Euthanasia",2,0,1,0,"under_one_month","Fixed"
"273","A597037","Stray","Normal",9,"Dog","Female",4,"(2.5, 5.0]","Boxer","Black Brindle","Adoption",4,0,1,0,"under_one_month","Fixed"
"274","A597304","Owner Surrender","Normal",8,"Dog","Female",8,"(7.5, 10.0]","Cocker Spaniel","Black","Transfer",8,0,1,0,"under_one_month","Fixed"
"275","A597414","Stray","Normal",72,"Dog","Male",4,"(2.5, 5.0]","Plott Hound","Black Brindle","Adoption",4,2,10,1,"over one month","Fixed"
"276","A597649","Public Assist","Normal",6,"Dog","Male",9,"(7.5, 10.0]","Rhod Ridgeback Mix","Red","Return to Owner",9,0,1,0,"under_one_month","Fixed"
"277","A597665","Owner Surrender","Normal",9,"Dog","Female",5,"(2.5, 5.0]","German Shepherd Mix","Brown","Euthanasia",5,0,1,0,"under_one_month","Fixed"
"278","A597754","Stray","Normal",59,"Dog","Female",5,"(2.5, 5.0]","Vizsla","Red","Adoption",5,2,8,1,"over one month","Fixed"
"279","A598001","Stray","Normal",8,"Dog","Male",8,"(7.5, 10.0]","Rat Terrier Mix","Tricolor","Adoption",8,0,1,0,"under_one_month","Fixed"
"280","A598169","Public Assist","Normal",7,"Cat","Male",6,"(5.0, 7.5]","Domestic Shorthair Mix","Orange Tabby","Transfer",6,0,1,0,"under_one_month","Fixed"
"281","A598222","Stray","Normal",6,"Cat","Male",6,"(5.0, 7.5]","Domestic Shorthair","Blue","Adoption",6,0,1,0,"under_one_month","Fixed"
"282","A598470","Owner Surrender","Normal",7,"Cat","Female",4,"(2.5, 5.0]","Chartreux Mix","Blue","Transfer",4,0,1,0,"under_one_month","Fixed"
"283","A598657","Stray","Normal",52,"Dog","Female",8,"(7.5, 10.0]","Pit Bull","Black","Adoption",8,2,7,1,"over one month","Fixed"
"284","A599125","Public Assist","Normal",9,"Dog","Female",7,"(5.0, 7.5]","Pit Bull Mix","Black","Return to Owner",7,0,1,0,"under_one_month","Fixed"
"285","A599278","Stray","Normal",6,"Dog","Male",5,"(2.5, 5.0]","Labrador Retriever","Yellow","Return to Owner",5,0,1,0,"under_one_month","Intact"
"286","A599499","Owner Surrender","Normal",6,"Dog","Male",7,"(5.0, 7.5]","Pit Bull Mix","Tan","Transfer",7,0,1,0,"under_one_month","Intact"
"287","A600617","Owner Surrender","Normal",89,"Cat","Female",9,"(7.5, 10.0]","Domestic Shorthair Mix","Brown Tabby","Euthanasia",9,3,13,1,"over one month","Fixed"
"288","A600779","Stray","Normal",8,"Dog","Male",6,"(5.0, 7.5]","Border Collie Mix","White","Adoption",6,0,1,0,"under_one_month","Fixed"
"289","A601172","Public Assist","Normal",9,"Dog","Female",7,"(5.0, 7.5]","Rottweiler","Black","Return to Owner",7,0,1,0,"under_one_month","Intact"
"290","A601403","Public Assist","Normal",6,"Dog","Male",4,"(2.5, 5.0]","Pointer Mix","White","Return to Owner",4,0,1,0,"under_one_month","Fixed"
"291","A601498","Stray","Normal",8,"Dog","Male",5,"(2.5, 5.0]","Rat Terrier","Tricolor","Return to Owner",5,0,1,0,"under_one_month","Fixed"
"292","A601518","Public Assist","Normal",9,"Dog","Male",4,"(2.5, 5.0]","Miniature Schnauzer","Black","Return to Owner",4,0,1,0,"under_one_month","Fixed"
"293","A601614","Owner Surrender","Sick",58,"Dog","Female",5,"(2.5, 5.0]","German Shepherd","Black","Adoption",5,2,8,1,"over one month","Fixed"
"294","A601737","Owner Surrender","Injured",8,"Dog","Female",5,"(2.5, 5.0]","Pit Bull Mix","White","Transfer",5,0,1,0,"under_one_month","Fixed"
"295","A601869","Owner Surrender","Normal",6,"Cat","Male",2,"(-0.025, 2.5]","Domestic Shorthair Mix","Black","Return to Owner",2,0,1,0,"under_one_month","Fixed"
"296","A602583","Public Assist","Normal",71,"Dog","Male",6,"(5.0, 7.5]","Australian Cattle Dog Mix","Red Tick","Transfer",6,2,10,1,"over one month","Fixed"
"297","A602729","Stray","Normal",7,"Dog","Female",7,"(5.0, 7.5]","Dachshund Mix","Brown","Return to Owner",7,0,1,0,"under_one_month","Fixed"
"298","A602764","Owner Surrender","Injured",9,"Dog","Male",5,"(2.5, 5.0]","Pit Bull Mix","White","Return to Owner",5,0,1,0,"under_one_month","Fixed"
"299","A603621","Public Assist","Normal",904,"Dog","Male",8,"(7.5, 10.0]","Chihuahua Shorthair Mix","Brown","Return to Owner",8,30,129,1,"over one month","Fixed"
"300","A603894","Stray","Normal",9,"Dog","Male",5,"(2.5, 5.0]","Rhod Ridgeback","Brown","Return to Owner",5,0,1,0,"under_one_month","Fixed"
"301","A603908","Owner Surrender","Normal",9,"Dog","Male",5,"(2.5, 5.0]","Soft Coated Wheaten Terrier","Cream","Adoption",5,0,1,0,"under_one_month","Fixed"
"302","A604955","Owner Surrender","Normal",551,"Dog","Female",4,"(2.5, 5.0]","American Staffordshire Terrier Mix","Brown Brindle","Adoption",4,18,79,1,"over one month","Fixed"
